77 	Detroit Mercy 	32 	13 	19 	.406 	-2.89 	0.11 	6 	10 	8 	7 	5 	12 	2275 	2267 		68.0 	102.2 	.482 	.347 	.535 	48.6 	60.6 	8.3 	10.6 	.490 	17.3 	28.9 	.333
78 	Drake 	31 	15 	16 	.484 	-0.43 	1.37 	6 	12 	10 	7 	5 	9 	2116 	2115 		64.4 	105.5 	.385 	.364 	.543 	49.2 	48.5 	10.0 	11.3 	.508 	15.2 	28.1 	.268
79 	Drexel 	30 	16 	14 	.533 	1.54 	0.08 	8 	8 	9 	5 	7 	9 	2064 	2020 		63.4 	102.4 	.466 	.305 	.515 	50.5 	45.9 	6.0 	9.3 	.472 	14.9 	29.3 	.314
80 	Duke 	31 	24 	7 	.774 	21.18 	8.50 	13 	5 	19 	1 	5 	6 	2473 	2080 		66.2 	101.0 	.393 	.236 	.525 	48.6 	44.5 	7.8 	8.2 	.487 	16.7 	30.4 	.271
81 	Duquesne 	29 	13 	16 	.448 	1.25 	1.22 	5 	11 	6 	10 	7 	6 	2136 	2135 		68.3 	107.7 	.332 	.391 	.556 	49.8 	65.3 	7.3 	11.6 	.533 	15.6 	27.6 	.223
82 	East Carolina 	31 	16 	15 	.516 	-3.39 	-2.28 	5 	11 	13 	6 	3 	9 	2271 	2185 		66.7 	105.8 	.302 	.340 	.524 	51.0 	56.4 	9.2 	9.2 	.497 	15.1 	36.5 	.203
83 	East Tennessee State 	33 	18 	15 	.545 	-6.21 	-6.15 	10 	8 	13 	5 	5 	10 	2533 	2514 		71.3 	106.0 	.414 	.398 	.547 	52.2 	56.4 	8.1 	10.4 	.510 	17.0 	32.2 	.289
84 	Eastern Illinois 	30 	11 	19 	.367 	-11.60 	-4.28 	7 	9 	7 	8 	4 	11 	2030 	2206 		66.4 	110.7 	.453 	.329 	.570 	50.4 	53.3 	11.0 	10.0 	.533 	15.9 	30.6 	.321
85 	Eastern Kentucky 	33 	24 	9 	.727 	0.07 	-5.38 	11 	5 	15 	3 	9 	6 	2608 	2331 		67.6 	104.2 	.542 	.361 	.587 	55.2 	57.4 	8.2 	10.5 	.547 	22.3 	31.4 	.383
86 	Eastern Michigan 	32 	19 	13 	.594 	3.29 	1.50 	10 	8 	15 	3 	4 	10 	2143 	1976 		66.0 	92.4 	.394 	.398 	.474 	51.6 	62.0 	9.4 	12.6 	.425 	19.6 	38.8 	.274
87 	Eastern Washington 	31 	15 	16 	.484 	-4.72 	-3.55 	10 	10 	11 	4 	4 	12 	2362 	2329 		69.5 	107.6 	.400 	.320 	.539 	49.0 	53.8 	9.6 	10.4 	.501 	13.4 	30.2 	.282
88 	Elon 	32 	18 	14 	.563 	-3.69 	-4.17 	11 	5 	11 	5 	7 	9 	2392 	2281 		67.9 	104.2 	.396 	.283 	.522 	50.6 	41.2 	9.4 	5.9 	.486 	14.4 	34.3 	.269
89 	Evansville 	33 	14 	19 	.424 	-2.82 	1.50 	6 	12 	10 	8 	4 	11 	2290 	2383 		66.8 	107.3 	.367 	.359 	.545 	51.6 	52.7 	9.5 	12.3 	.510 	16.0 	36.1 	.259
90 	Fairfield 	32 	7 	25 	.219 	-7.36 	-0.79 	4 	16 	5 	12 	2 	13 	2030 	2240 		66.9 	104.2 	.586 	.270 	.531 	50.0 	48.5 	11.3 	10.0 	.471 	14.7 	27.4 	.417
91 	Fairleigh Dickinson 	31 	10 	21 	.323 	-10.83 	-3.66 	6 	10 	6 	7 	4 	14 	2157 	2358 		67.0 	112.6 	.482 	.340 	.560 	54.6 	54.1 	8.6 	11.2 	.512 	16.0 	37.4 	.352
92 	Florida A&M 	30 	13 	17 	.433 	-11.92 	-7.17 	8 	8 	10 	3 	3 	14 	2148 	2228 		72.1 	102.2 	.536 	.289 	.522 	50.3 	52.1 	10.0 	11.4 	.475 	17.4 	32.3 	.361
93 	Florida Atlantic 	31 	10 	21 	.323 	-4.65 	0.07 	5 	11 	7 	10 	3 	11 	2061 	2129 		65.6 	104.7 	.423 	.281 	.514 	49.0 	46.6 	9.4 	7.9 	.469 	14.3 	33.2 	.298
94 	Florida Gulf Coast 	34 	22 	12 	.647 	-2.29 	-6.36 	14 	4 	16 	3 	6 	9 	2451 	2281 		68.3 	97.6 	.346 	.351 	.504 	47.9 	46.5 	9.2 	6.7 	.473 	16.0 	31.6 	.227
95 	Florida International 	31 	15 	16 	.484 	-5.20 	-1.38 	7 	9 	10 	7 	5 	9 	2128 	2170 		67.2 	103.4 	.367 	.325 	.519 	48.9 	55.6 	9.0 	9.7 	.483 	15.8 	34.9 	.252
96 	Florida State 	30 	18 	12 	.600 	13.15 	7.92 	9 	9 	12 	6 	6 	6 	2135 	1978 		66.2 	99.1 	.363 	.328 	.489 	49.6 	49.9 	9.7 	9.7 	.450 	16.0 	43.8 	.248
97 	Florida 	31 	29 	2 	.935 	20.54 	7.51 	18 	0 	19 	0 	10 	2 	2216 	1812 		63.5 	92.0 	.320 	.319 	.490 	46.1 	47.5 	8.8 	8.1 	.456 	19.1 	30.9 	.216
98 	Fordham 	29 	9 	20 	.310 	-3.16 	3.22 	2 	14 	7 	8 	2 	12 	2080 	2265 		69.3 	112.2 	.426 	.353 	.561 	51.3 	56.1 	9.6 	9.4 	.524 	15.6 	31.3 	.303
99 	Fresno State 	31 	16 	15 	.516 	4.23 	4.82 	9 	9 	11 	5 	5 	10 	2281 	2204 		66.1 	105.0 	.406 	.336 	.522 	51.7 	52.8 	6.8 	7.8 	.486 	14.3 	32.2 	.272
100 	Furman 	30 	9 	21 	.300 	-17.27 	-7.23 	3 	13 	6 	9 	3 	12 	1955 	2196 		65.5 	111.4 	.310 	.354 	.555 	52.5 	53.8 	10.6 	9.0 	.527 	14.4 	35.1 	.219
101 	Gardner-Webb 	33 	18 	15 	.545 	-7.30 	-6.87 	10 	6 	11 	6 	7 	9 	2425 	2309 		67.3 	100.9 	.369 	.284 	.532 	48.9 	47.0 	8.5 	10.7 	.497 	17.8 	28.6 	.257
102 	George Mason 	30 	11 	19 	.367 	2.72 	5.26 	5 	12 	7 	11 	4 	8 	2087 	2163 		67.8 	105.0 	.473 	.336 	.548 	49.1 	51.7 	10.3 	9.5 	.506 	16.0 	28.1 	.330
103 	George Washington 	30 	23 	7 	.767 	11.35 	4.01 	11 	5 	16 	2 	7 	5 	2209 	1989 		68.0 	97.2 	.338 	.358 	.499 	47.1 	51.6 	9.7 	9.7 	.467 	16.9 	33.8 	.223
104 	Georgetown 	30 	17 	13 	.567 	12.13 	9.06 	8 	10 	15 	5 	2 	8 	2121 	2029 		65.1 	103.0 	.516 	.354 	.521 	49.6 	56.2 	9.0 	8.0 	.470 	15.7 	35.3 	.358
105 	Georgia Southern 	34 	15 	19 	.441 	-11.21 	-8.37 	6 	10 	8 	8 	7 	11 	2406 	2395 		67.1 	103.8 	.324 	.366 	.540 	50.1 	51.8 	7.5 	8.4 	.510 	16.6 	28.5 	.225
106 	Georgia State 	31 	24 	7 	.774 	6.13 	-2.87 	17 	1 	14 	0 	10 	7 	2422 	2125 		66.2 	102.3 	.360 	.415 	.526 	53.3 	52.4 	6.5 	7.7 	.492 	17.5 	37.5 	.246
107 	Georgia Tech 	31 	15 	16 	.484 	5.39 	5.48 	6 	12 	10 	9 	5 	7 	2062 	2065 		65.1 	101.9 	.368 	.328 	.514 	48.1 	53.2 	9.4 	9.7 	.476 	13.7 	29.2 	.256
108 	Georgia 	30 	18 	12 	.600 	8.18 	5.41 	12 	6 	14 	4 	4 	8 	2076 	1993 		65.2 	101.2 	.435 	.348 	.503 	46.5 	44.7 	10.1 	11.8 	.450 	13.7 	32.1 	.313
109 	Gonzaga 	33 	27 	6 	.818 	16.04 	4.76 	15 	3 	18 	1 	9 	5 	2540 	2147 		67.7 	97.6 	.382 	.323 	.494 	47.4 	46.4 	8.1 	8.0 	.447 	15.4 	35.0 	.274
110 	Grambling 	27 	4 	23 	.148 	-24.51 	-8.35 	3 	15 	3 	8 	1 	15 	1765 	2162 		68.8 	116.4 	.417 	.334 	.599 	53.7 	56.1 	10.9 	7.9 	.579 	16.5 	31.1 	.277
111 	Grand Canyon 	29 	15 	14 	.517 	-6.19 	-3.27 	10 	6 	10 	5 	5 	9 	2096 	2083 		67.9 	105.4 	.403 	.293 	.524 	49.1 	47.4 	9.5 	8.3 	.484 	12.8 	30.9 	.280
112 	Green Bay 	30 	24 	6 	.800 	8.15 	0.26 	14 	2 	15 	4 	9 	2 	2239 	1919 		67.6 	93.8 	.323 	.327 	.483 	47.6 	50.1 	8.9 	8.5 	.443 	17.4 	35.6 	.230
113 	Hampton 	29 	18 	11 	.621 	-4.86 	-8.14 	13 	4 	9 	5 	9 	6 	2120 	2025 		71.0 	95.4 	.518 	.304 	.497 	50.5 	45.6 	8.2 	9.3 	.449 	18.9 	35.4 	.340
114 	Hartford 	33 	17 	16 	.515 	-6.40 	-5.95 	10 	6 	9 	7 	8 	9 	2162 	2177 		63.7 	103.2 	.413 	.318 	.547 	53.6 	46.8 	10.1 	7.0 	.513 	17.9 	33.3 	.282
115 	Harvard 	30 	26 	4 	.867 	10.82 	-1.32 	13 	1 	13 	1 	13 	3 	2209 	1815 		64.6 	92.1 	.365 	.307 	.499 	47.7 	50.7 	8.6 	10.0 	.457 	19.6 	30.2 	.258
116 	Hawaii 	30 	20 	10 	.667 	4.39 	-1.00 	9 	7 	14 	6 	6 	4 	2395 	2183 		69.4 	104.0 	.395 	.338 	.542 	46.5 	47.4 	8.0 	9.9 	.501 	16.6 	30.8 	.285
117 	High Point 	30 	16 	14 	.533 	-8.74 	-5.88 	12 	4 	10 	4 	6 	10 	2122 	2165 		65.5 	109.8 	.341 	.371 	.560 	50.7 	54.9 	9.8 	7.8 	.532 	16.1 	34.2 	.239
