18 	Army 	31 	15 	16 	.484 	-5.69 	-4.19 	10 	8 	8 	7 	7 	9 	2244 	2269 		807 	1755 	.460 	208 	541 	.384 	447 	621 	.720 	343 	1088 	413 	227 	103 	424 	562
19 	Auburn 	29 	14 	15 	.483 	5.76 	5.52 	6 	12 	12 	7 	2 	8 	2088 	2081 		675 	1567 	.431 	208 	552 	.377 	523 	757 	.691 	326 	1013 	403 	168 	105 	366 	591
20 	Austin Peay 	30 	12 	18 	.400 	-10.62 	-5.90 	6 	10 	9 	7 	3 	11 	2287 	2368 		838 	1817 	.461 	234 	651 	.359 	458 	622 	.736 	364 	1052 	475 	235 	99 	430 	637
21 	Ball State 	30 	5 	25 	.167 	-9.44 	1.38 	2 	16 	5 	9 	0 	16 	1967 	2214 		769 	1671 	.460 	158 	476 	.332 	518 	738 	.702 	302 	996 	412 	258 	110 	339 	577
22 	Baylor 	31 	21 	10 	.677 	15.44 	10.03 	9 	9 	16 	5 	5 	5 	2327 	2109 		749 	1774 	.422 	210 	586 	.358 	401 	585 	.685 	355 	978 	463 	164 	88 	329 	595
23 	Belmont 	33 	24 	9 	.727 	2.46 	-2.55 	14 	2 	15 	2 	9 	7 	2646 	2452 		837 	1820 	.460 	226 	646 	.350 	552 	793 	.696 	368 	1081 	425 	238 	100 	470 	686
24 	Bethune-Cookman 	31 	7 	24 	.226 	-16.60 	-7.19 	5 	11 	5 	6 	2 	18 	1964 	2177 		704 	1555 	.453 	185 	526 	.352 	584 	822 	.710 	360 	1084 	402 	191 	145 	391 	538
25 	Binghamton 	30 	7 	23 	.233 	-15.91 	-5.91 	4 	12 	3 	11 	4 	12 	1840 	2140 		724 	1601 	.452 	244 	634 	.385 	448 	654 	.685 	315 	1074 	442 	222 	104 	394 	605
26 	Boise State 	31 	19 	12 	.613 	8.66 	4.59 	9 	9 	14 	5 	5 	7 	2366 	2163 		753 	1650 	.456 	203 	564 	.360 	454 	648 	.701 	235 	914 	353 	141 	103 	361 	579
27 	Boston College 	31 	8 	23 	.258 	3.36 	9.06 	4 	14 	5 	12 	3 	11 	2127 	2281 		801 	1714 	.467 	177 	475 	.373 	502 	690 	.728 	344 	1026 	383 	173 	89 	291 	566
28 	Boston University 	33 	24 	9 	.727 	2.55 	-2.57 	15 	3 	13 	5 	11 	4 	2394 	2225 		802 	1844 	.435 	217 	621 	.349 	404 	576 	.701 	343 	1137 	426 	173 	102 	449 	540
29 	Bowling Green State 	32 	12 	20 	.375 	-2.80 	0.46 	6 	12 	8 	9 	4 	11 	2007 	2055 		716 	1740 	.411 	199 	570 	.349 	424 	650 	.652 	353 	1138 	402 	268 	107 	451 	567
30 	Bradley 	32 	12 	20 	.375 	-2.34 	0.07 	7 	11 	11 	9 	1 	11 	2036 	2113 		704 	1614 	.436 	206 	631 	.326 	499 	700 	.713 	319 	1066 	399 	187 	107 	413 	575
31 	Brigham Young 	33 	23 	10 	.697 	12.85 	5.63 	13 	5 	18 	3 	5 	7 	2799 	2544 		883 	2073 	.426 	251 	738 	.340 	527 	742 	.710 	371 	1185 	478 	201 	140 	423 	756
32 	Brown 	28 	15 	13 	.536 	-1.09 	-3.90 	7 	7 	8 	5 	7 	8 	2000 	1883 		644 	1639 	.393 	154 	525 	.293 	441 	620 	.711 	306 	1030 	328 	177 	119 	332 	524
33 	Bryant 	32 	18 	14 	.563 	-3.92 	-4.57 	10 	6 	11 	5 	7 	9 	2351 	2304 		819 	1888 	.434 	243 	675 	.360 	423 	622 	.680 	402 	1165 	415 	216 	143 	404 	585
34 	Bucknell 	30 	16 	14 	.533 	-0.82 	-2.66 	11 	7 	8 	6 	8 	8 	1977 	1922 		697 	1644 	.424 	182 	537 	.339 	346 	522 	.663 	252 	953 	342 	167 	143 	274 	469
35 	Buffalo 	28 	19 	9 	.679 	4.41 	-1.70 	13 	5 	13 	3 	6 	6 	2068 	1883 		670 	1582 	.424 	155 	505 	.307 	388 	570 	.681 	318 	950 	344 	192 	74 	379 	565
36 	Butler 	30 	14 	16 	.467 	8.04 	7.94 	4 	14 	10 	9 	4 	7 	2075 	2013 		746 	1661 	.449 	158 	509 	.310 	363 	523 	.694 	279 	1022 	369 	165 	111 	351 	567
37 	Cal Poly 	29 	10 	19 	.345 	-2.13 	2.24 	6 	10 	7 	7 	3 	12 	1832 	1875 		633 	1445 	.438 	161 	469 	.343 	448 	615 	.728 	281 	974 	359 	138 	105 	325 	450
38 	Cal State Bakersfield 	30 	12 	18 	.400 	-4.59 	-3.97 	5 	11 	7 	8 	5 	10 	2084 	2059 		664 	1536 	.432 	167 	539 	.310 	564 	810 	.696 	309 	985 	362 	200 	107 	389 	582
39 	Cal State Fullerton 	30 	11 	19 	.367 	-4.40 	-0.63 	6 	10 	8 	7 	3 	12 	2036 	2149 		737 	1612 	.457 	157 	466 	.337 	518 	732 	.708 	290 	1051 	388 	149 	111 	341 	571
40 	Cal State Northridge 	32 	15 	17 	.469 	-5.10 	-3.13 	7 	9 	12 	3 	3 	14 	2461 	2490 		846 	1863 	.454 	248 	702 	.353 	550 	775 	.710 	357 	1063 	471 	198 	106 	403 	664
41 	California-Davis 	31 	9 	22 	.290 	-10.90 	-1.11 	4 	12 	8 	9 	1 	13 	2174 	2408 		851 	1754 	.485 	214 	558 	.384 	492 	659 	.747 	340 	1132 	490 	182 	107 	386 	576
42 	California-Irvine 	32 	22 	10 	.688 	5.14 	-0.26 	13 	3 	12 	4 	10 	6 	2293 	2059 		688 	1836 	.375 	183 	558 	.328 	500 	700 	.714 	368 	1109 	357 	179 	81 	332 	593
43 	California-Riverside 	30 	10 	20 	.333 	-6.76 	-1.98 	5 	11 	8 	7 	2 	13 	2074 	2151 		718 	1664 	.431 	193 	509 	.379 	522 	699 	.747 	311 	1048 	384 	200 	106 	373 	574
44 	California-Santa Barbara 	29 	21 	8 	.724 	6.18 	0.52 	12 	4 	12 	3 	9 	5 	2099 	1891 		636 	1594 	.399 	207 	594 	.348 	412 	624 	.660 	336 	953 	385 	141 	64 	311 	547
45 	California 	31 	19 	12 	.613 	11.08 	8.02 	10 	8 	13 	6 	6 	6 	2260 	2165 		754 	1801 	.419 	194 	533 	.364 	463 	630 	.735 	330 	1078 	384 	140 	105 	321 	574
46 	Campbell 	32 	12 	20 	.375 	-14.15 	-7.44 	6 	10 	9 	8 	3 	12 	2164 	2291 		828 	1807 	.458 	184 	536 	.343 	451 	659 	.684 	388 	1123 	400 	231 	83 	343 	493
47 	Canisius 	33 	21 	12 	.636 	1.83 	-1.80 	14 	6 	12 	5 	9 	7 	2561 	2459 		873 	1938 	.450 	230 	680 	.338 	483 	672 	.719 	427 	1193 	502 	200 	86 	453 	639
48 	Central Arkansas 	29 	8 	21 	.276 	-15.78 	-5.08 	5 	13 	7 	8 	1 	13 	2165 	2360 		801 	1718 	.466 	165 	470 	.351 	593 	832 	.713 	385 	1182 	453 	210 	85 	436 	550
49 	Central Connecticut State 	30 	11 	19 	.367 	-12.85 	-5.82 	7 	9 	5 	9 	6 	10 	2117 	2318 		831 	1849 	.449 	227 	624 	.364 	429 	625 	.686 	411 	1187 	378 	201 	141 	392 	497
50 	Central Florida 	29 	12 	17 	.414 	2.09 	5.12 	4 	14 	10 	7 	2 	10 	2101 	2130 		779 	1693 	.460 	178 	518 	.344 	394 	597 	.660 	335 	1013 	420 	221 	135 	345 	566
51 	Central Michigan 	31 	10 	21 	.323 	-8.23 	-2.13 	3 	15 	8 	8 	2 	13 	2246 	2288 		806 	1643 	.491 	215 	605 	.355 	461 	626 	.736 	291 	1057 	428 	177 	110 	420 	587
52 	Charleston Southern 	31 	13 	18 	.419 	-5.30 	-5.78 	6 	10 	8 	6 	5 	12 	2523 	2242 		767 	1773 	.433 	242 	627 	.386 	466 	671 	.694 	317 	1075 	384 	161 	123 	394 	559
53 	Charlotte 	29 	16 	13 	.552 	-0.49 	-0.66 	7 	9 	13 	5 	3 	8 	2070 	2065 		738 	1705 	.433 	191 	583 	.328 	398 	606 	.657 	319 	1004 	347 	204 	93 	356 	596
54 	Chattanooga 	32 	18 	14 	.563 	-10.40 	-7.81 	12 	4 	13 	4 	5 	10 	2423 	2360 		864 	1869 	.462 	169 	494 	.342 	463 	689 	.672 	363 	1131 	410 	195 	123 	447 	656
55 	Chicago State 	31 	13 	18 	.419 	-10.02 	-1.91 	8 	8 	9 	5 	4 	13 	2170 	2371 		770 	1686 	.457 	220 	620 	.355 	611 	879 	.695 	380 	1242 	426 	168 	127 	494 	575
56 	Cincinnati 	31 	26 	5 	.839 	15.95 	4.91 	15 	3 	19 	2 	7 	3 	2151 	1809 		633 	1607 	.394 	165 	520 	.317 	378 	559 	.676 	338 	985 	348 	162 	104 	447 	593
57 	Citadel 	33 	7 	26 	.212 	-17.47 	-6.61 	2 	14 	7 	10 	0 	16 	2211 	2453 		870 	1927 	.451 	230 	659 	.349 	483 	717 	.674 	397 	1208 	422 	198 	121 	345 	611
58 	Clemson 	30 	19 	11 	.633 	11.07 	5.44 	10 	8 	15 	4 	4 	7 	1896 	1727 		640 	1613 	.397 	137 	488 	.281 	310 	480 	.646 	337 	993 	305 	156 	87 	329 	498
59 	Cleveland State 	32 	21 	11 	.656 	4.92 	-0.21 	12 	4 	12 	4 	9 	7 	2348 	2122 		710 	1697 	.418 	194 	593 	.327 	508 	717 	.709 	353 	1020 	420 	174 	122 	410 	556
60 	Coastal Carolina 	33 	21 	12 	.636 	-5.64 	-7.14 	11 	5 	15 	5 	6 	7 	2399 	2256 		757 	1894 	.400 	256 	805 	.318 	486 	705 	.689 	372 	1147 	381 	236 	131 	433 	633
61 	Colgate 	31 	13 	18 	.419 	-2.11 	-3.68 	6 	12 	7 	8 	6 	10 	2158 	2083 		747 	1673 	.447 	190 	567 	.335 	399 	580 	.688 	288 	989 	358 	176 	68 	323 	470
62 	College of Charleston 	32 	14 	18 	.438 	-1.70 	-1.57 	6 	10 	9 	9 	5 	9 	2016 	2006 		689 	1685 	.409 	158 	462 	.342 	470 	721 	.652 	313 	1038 	272 	184 	120 	308 	533
63 	Colorado State 	31 	16 	15 	.516 	3.92 	2.61 	7 	11 	14 	6 	2 	9 	2278 	2157 		745 	1681 	.443 	219 	595 	.368 	448 	629 	.712 	281 	1012 	383 	152 	110 	343 	679
64 	Colorado 	31 	21 	10 	.677 	12.58 	8.93 	10 	8 	16 	3 	5 	7 	2248 	2135 		758 	1768 	.429 	231 	631 	.366 	388 	553 	.702 	283 	968 	410 	197 	97 	388 	652
65 	Columbia 	31 	19 	12 	.613 	2.44 	-1.69 	8 	6 	15 	4 	4 	8 	2117 	1967 		682 	1599 	.427 	149 	428 	.348 	454 	661 	.687 	268 	931 	303 	163 	106 	331 	581
66 	Connecticut 	31 	24 	7 	.774 	15.62 	6.40 	12 	6 	17 	3 	7 	4 	2252 	1966 		685 	1754 	.391 	184 	558 	.330 	412 	611 	.674 	386 	1085 	364 	175 	103 	410 	586
67 	Coppin State 	29 	10 	19 	.345 	-10.84 	-4.16 	7 	9 	5 	9 	5 	10 	2009 	2179 		775 	1651 	.469 	228 	623 	.366 	401 	611 	.656 	358 	1130 	476 	163 	129 	391 	576
68 	Cornell 	28 	2 	26 	.071 	-15.36 	0.27 	1 	13 	2 	11 	0 	15 	1795 	2195 		740 	1493 	.496 	208 	508 	.409 	507 	701 	.723 	279 	1011 	412 	166 	99 	290 	460
69 	Creighton 	30 	24 	6 	.800 	20.31 	7.75 	14 	4 	16 	2 	8 	4 	2397 	2020 		716 	1701 	.421 	205 	598 	.343 	383 	560 	.684 	294 	956 	373 	152 	89 	308 	570
70 	Dartmouth 	28 	12 	16 	.429 	-4.49 	-2.88 	5 	9 	8 	7 	4 	9 	1905 	1864 		602 	1355 	.444 	168 	461 	.364 	492 	658 	.748 	229 	868 	292 	155 	107 	366 	538
71 	Davidson 	32 	20 	12 	.625 	0.98 	-3.95 	15 	1 	10 	8 	10 	4 	2514 	2319 		806 	1733 	.465 	165 	465 	.355 	542 	770 	.704 	295 	1051 	348 	183 	108 	400 	664
72 	Dayton 	31 	22 	9 	.710 	9.99 	4.19 	10 	6 	14 	4 	8 	5 	2268 	2088 		711 	1605 	.443 	170 	499 	.341 	496 	701 	.708 	291 	958 	366 	147 	138 	401 	607
73 	Delaware State 	29 	9 	20 	.310 	-12.26 	-5.63 	5 	11 	7 	8 	2 	12 	1786 	1881 		642 	1492 	.430 	158 	536 	.295 	439 	613 	.716 	329 	988 	377 	165 	110 	328 	500
74 	Delaware 	34 	25 	9 	.735 	3.05 	-1.33 	14 	2 	13 	2 	12 	7 	2704 	2555 		906 	2059 	.440 	209 	651 	.321 	534 	778 	.686 	419 	1323 	398 	167 	130 	404 	709
75 	Denver 	31 	16 	15 	.516 	1.43 	0.16 	8 	6 	10 	7 	6 	8 	2044 	1999 		688 	1437 	.479 	145 	416 	.349 	478 	695 	.688 	288 	972 	347 	159 	88 	388 	500
76 	DePaul 	31 	11 	20 	.355 	2.12 	7.90 	3 	15 	8 	11 	3 	9 	2168 	2347 		796 	1663 	.479 	191 	522 	.366 	564 	799 	.706 	312 	1061 	415 	209 	153 	409 	627
77 	Detroit Mercy 	32 	13 	19 	.406 	-2.89 	0.11 	6 	10 	8 	7 	5 	12 	2275 	2267 		738 	1725 	.428 	216 	598 	.361 	575 	832 	.691 	338 	1108 	447 	185 	119 	438 	621
78 	Drake 	31 	15 	16 	.484 	-0.43 	1.37 	6 	12 	10 	7 	5 	9 	2116 	2115 		734 	1647 	.446 	206 	599 	.344 	441 	634 	.696 	272 	977 	356 	201 	118 	344 	586
79 	Drexel 	30 	16 	14 	.533 	1.54 	0.08 	8 	8 	9 	5 	7 	9 	2064 	2020 		682 	1606 	.425 	151 	490 	.308 	505 	749 	.674 	319 	1093 	313 	118 	104 	338 	586
80 	Duke 	31 	24 	7 	.774 	21.18 	8.50 	13 	5 	19 	1 	5 	6 	2473 	2080 		753 	1670 	.451 	122 	394 	.310 	452 	657 	.688 	323 	1018 	335 	161 	105 	392 	593
81 	Duquesne 	29 	13 	16 	.448 	1.25 	1.22 	5 	11 	6 	10 	7 	6 	2136 	2135 		755 	1658 	.455 	256 	649 	.394 	369 	550 	.671 	288 	1018 	493 	144 	117 	350 	549
82 	East Carolina 	31 	16 	15 	.516 	-3.39 	-2.28 	5 	11 	13 	6 	3 	9 	2271 	2185 		811 	1825 	.444 	192 	620 	.310 	371 	551 	.673 	384 	1109 	457 	191 	111 	368 	601
83 	East Tennessee State 	33 	18 	15 	.545 	-6.21 	-6.15 	10 	8 	13 	5 	5 	10 	2533 	2514 		854 	1921 	.445 	251 	765 	.328 	555 	796 	.697 	388 	1253 	482 	193 	120 	466 	686
84 	Eastern Illinois 	30 	11 	19 	.367 	-11.60 	-4.28 	7 	9 	7 	8 	4 	11 	2030 	2206 		745 	1591 	.468 	205 	524 	.391 	511 	721 	.709 	305 	988 	397 	219 	107 	361 	575
85 	Eastern Kentucky 	33 	24 	9 	.727 	0.07 	-5.38 	11 	5 	15 	3 	9 	6 	2608 	2331 		761 	1578 	.482 	204 	570 	.358 	605 	856 	.707 	311 	1067 	437 	183 	106 	560 	657
86 	Eastern Michigan 	32 	19 	13 	.594 	3.29 	1.50 	10 	8 	15 	3 	4 	10 	2143 	1976 		642 	1757 	.365 	210 	699 	.300 	482 	693 	.696 	451 	1234 	398 	201 	133 	503 	668
87 	Eastern Washington 	31 	15 	16 	.484 	-4.72 	-3.55 	10 	10 	11 	4 	4 	12 	2362 	2329 		809 	1815 	.446 	200 	580 	.345 	511 	726 	.704 	329 	1088 	435 	208 	129 	331 	598
88 	Elon 	32 	18 	14 	.563 	-3.69 	-4.17 	11 	5 	11 	5 	7 	9 	2392 	2281 		806 	1837 	.439 	174 	520 	.335 	495 	728 	.680 	358 	1113 	332 	205 	78 	364 	603
89 	Evansville 	33 	14 	19 	.424 	-2.82 	1.50 	6 	12 	10 	8 	4 	11 	2290 	2383 		831 	1862 	.446 	238 	668 	.356 	483 	684 	.706 	372 	1126 	438 	210 	147 	411 	665
90 	Fairfield 	32 	7 	25 	.219 	-7.36 	-0.79 	4 	16 	5 	12 	2 	13 	2030 	2240 		699 	1649 	.424 	154 	445 	.346 	688 	967 	.711 	320 	1133 	339 	243 	120 	358 	606
91 	Fairleigh Dickinson 	31 	10 	21 	.323 	-10.83 	-3.66 	6 	10 	6 	7 	4 	14 	2157 	2358 		769 	1714 	.449 	216 	583 	.370 	604 	826 	.731 	410 	1177 	416 	180 	127 	395 	547
92 	Florida A&M 	30 	13 	17 	.433 	-11.92 	-7.17 	8 	8 	10 	3 	3 	14 	2148 	2228 		727 	1700 	.428 	160 	492 	.325 	614 	911 	.674 	404 	1199 	379 	219 	138 	444 	544
93 	Florida Atlantic 	31 	10 	21 	.323 	-4.65 	0.07 	5 	11 	7 	10 	3 	11 	2061 	2129 		728 	1724 	.422 	160 	485 	.330 	513 	729 	.704 	370 	1097 	339 	192 	98 	341 	552
94 	Florida Gulf Coast 	34 	22 	12 	.647 	-2.29 	-6.36 	14 	4 	16 	3 	6 	9 	2451 	2281 		802 	1944 	.413 	235 	682 	.345 	442 	673 	.657 	358 	1151 	373 	214 	84 	428 	619
95 	Florida International 	31 	15 	16 	.484 	-5.20 	-1.38 	7 	9 	10 	7 	5 	9 	2128 	2170 		766 	1780 	.430 	189 	579 	.326 	449 	653 	.688 	370 	1071 	426 	189 	116 	388 	569
96 	Florida State 	30 	18 	12 	.600 	13.15 	7.92 	9 	9 	12 	6 	6 	6 	2135 	1978 		684 	1725 	.397 	183 	565 	.324 	427 	627 	.681 	413 	1032 	341 	194 	113 	382 	610
97 	Florida 	31 	29 	2 	.935 	20.54 	7.51 	18 	0 	19 	0 	10 	2 	2216 	1812 		644 	1606 	.401 	177 	513 	.345 	347 	514 	.675 	312 	953 	306 	173 	89 	433 	603
98 	Fordham 	29 	9 	20 	.310 	-3.16 	3.22 	2 	14 	7 	8 	2 	12 	2080 	2265 		774 	1678 	.461 	209 	593 	.352 	508 	714 	.711 	367 	1129 	434 	193 	102 	367 	548
99 	Fresno State 	31 	16 	15 	.516 	4.23 	4.82 	9 	9 	11 	5 	5 	10 	2281 	2204 		767 	1770 	.433 	188 	594 	.316 	482 	719 	.670 	351 	1147 	405 	142 	92 	347 	553
100 	Furman 	30 	9 	21 	.300 	-17.27 	-7.23 	3 	13 	6 	9 	3 	12 	1955 	2196 		794 	1724 	.461 	230 	611 	.376 	378 	535 	.707 	340 	1038 	427 	210 	100 	329 	566
101 	Gardner-Webb 	33 	18 	15 	.545 	-7.30 	-6.87 	10 	6 	11 	6 	7 	9 	2425 	2309 		832 	1846 	.451 	170 	525 	.324 	475 	681 	.698 	341 	1131 	391 	195 	142 	465 	651
102 	George Mason 	30 	11 	19 	.367 	2.72 	5.26 	5 	12 	7 	11 	4 	8 	2087 	2163 		723 	1612 	.449 	185 	541 	.342 	532 	762 	.698 	289 	994 	374 	213 	102 	371 	577
103 	George Washington 	30 	23 	7 	.767 	11.35 	4.01 	11 	5 	16 	2 	7 	5 	2209 	1989 		707 	1719 	.411 	191 	616 	.310 	384 	581 	.661 	345 	1006 	365 	199 	107 	401 	655
104 	Georgetown 	30 	17 	13 	.567 	12.13 	9.06 	8 	10 	15 	5 	2 	8 	2121 	2029 		644 	1564 	.412 	181 	554 	.327 	560 	807 	.694 	336 	989 	362 	178 	81 	357 	629
105 	Georgia Southern 	34 	15 	19 	.441 	-11.21 	-8.37 	6 	10 	8 	8 	7 	11 	2406 	2395 		861 	1923 	.448 	240 	703 	.341 	433 	623 	.695 	349 	1200 	446 	172 	102 	438 	619
106 	Georgia State 	31 	24 	7 	.774 	6.13 	-2.87 	17 	1 	14 	0 	10 	7 	2422 	2125 		727 	1726 	.421 	246 	717 	.343 	425 	622 	.683 	374 	1115 	381 	135 	78 	425 	592
107 	Georgia Tech 	31 	15 	16 	.484 	5.39 	5.48 	6 	12 	10 	9 	5 	7 	2062 	2065 		720 	1710 	.421 	187 	561 	.333 	438 	630 	.695 	310 	1027 	383 	190 	112 	315 	535
108 	Georgia 	30 	18 	12 	.600 	8.18 	5.41 	12 	6 	14 	4 	4 	8 	2076 	1993 		649 	1643 	.395 	181 	571 	.317 	514 	715 	.719 	325 	977 	290 	199 	126 	311 	637
109 	Gonzaga 	33 	27 	6 	.818 	16.04 	4.76 	15 	3 	18 	1 	9 	5 	2540 	2147 		727 	1838 	.396 	190 	593 	.320 	503 	703 	.716 	360 	1068 	337 	179 	100 	390 	641
110 	Grambling 	27 	4 	23 	.148 	-24.51 	-8.35 	3 	15 	3 	8 	1 	15 	1765 	2162 		777 	1507 	.516 	190 	503 	.378 	418 	629 	.665 	297 	960 	436 	202 	79 	352 	477
111 	Grand Canyon 	29 	15 	14 	.517 	-6.19 	-3.27 	10 	6 	10 	5 	5 	9 	2096 	2083 		722 	1669 	.433 	172 	489 	.352 	467 	673 	.694 	300 	993 	342 	187 	98 	288 	641
112 	Green Bay 	30 	24 	6 	.800 	8.15 	0.26 	14 	2 	15 	4 	9 	2 	2239 	1919 		673 	1721 	.391 	178 	563 	.316 	395 	556 	.710 	354 	1008 	337 	183 	99 	413 	584
113 	Hampton 	29 	18 	11 	.621 	-4.86 	-8.14 	13 	4 	9 	5 	9 	6 	2120 	2025 		647 	1636 	.395 	175 	497 	.352 	556 	848 	.656 	392 	1129 	295 	175 	106 	467 	661
114 	Hartford 	33 	17 	16 	.515 	-6.40 	-5.95 	10 	6 	9 	7 	8 	9 	2162 	2177 		763 	1665 	.458 	182 	530 	.343 	469 	687 	.683 	319 	1048 	357 	214 	79 	430 	636
115 	Harvard 	30 	26 	4 	.867 	10.82 	-1.32 	13 	1 	13 	1 	13 	3 	2209 	1815 		631 	1549 	.407 	153 	476 	.321 	400 	565 	.708 	291 	935 	320 	170 	107 	437 	626
116 	Hawaii 	30 	20 	10 	.667 	4.39 	-1.00 	9 	7 	14 	6 	6 	4 	2395 	2183 		753 	1696 	.444 	193 	573 	.337 	484 	670 	.722 	313 	943 	357 	168 	111 	397 	613
117 	High Point 	30 	16 	14 	.533 	-8.74 	-5.88 	12 	4 	10 	4 	6 	10 	2122 	2165 		774 	1662 	.466 	219 	616 	.356 	398 	567 	.702 	324 	982 	425 	194 	82 	367 	515
118 	Hofstra 	33 	10 	23 	.303 	-6.36 	-1.69 	5 	11 	8 	8 	2 	15 	2260 	2414 		828 	1829 	.453 	242 	642 	.377 	516 	754 	.684 	347 	1108 	434 	203 	115 	331 	655
119 	Holy Cross 	32 	19 	13 	.594 	-1.17 	-3.04 	12 	6 	9 	4 	10 	9 	2143 	2083 		746 	1697 	.440 	201 	542 	.371 	388 	528 	.735 	280 	1000 	409 	172 	104 	385 	608
120 	Houston Baptist 	31 	6 	25 	.194 	-16.94 	-4.94 	2 	16 	5 	10 	1 	15 	2091 	2373 		825 	1833 	.450 	181 	549 	.330 	542 	784 	.691 	372 	1154 	395 	229 	143 	369 	586
121 	Houston 	31 	16 	15 	.516 	2.77 	4.03 	8 	10 	13 	6 	3 	9 	2212 	2251 		812 	1821 	.446 	193 	561 	.344 	434 	624 	.696 	383 	1111 	418 	203 	116 	349 	567
122 	Howard 	31 	7 	24 	.226 	-15.96 	-4.99 	5 	11 	4 	7 	3 	17 	1921 	2205 		698 	1616 	.432 	203 	609 	.333 	606 	869 	.697 	384 	1123 	416 	221 	130 	460 	629
123 	Idaho State 	29 	11 	18 	.379 	-5.66 	-3.95 	8 	12 	9 	4 	2 	14 	2054 	2036 		706 	1562 	.452 	254 	670 	.379 	370 	540 	.685 	298 	922 	384 	153 	114 	374 	571
124 	Idaho 	31 	14 	17 	.452 	-5.88 	-3.38 	7 	9 	9 	6 	5 	11 	2259 	2320 		814 	1780 	.457 	196 	575 	.341 	496 	730 	.679 	338 	1053 	402 	152 	106 	323 	635
