26 	Boise State 	31 	19 	12 	.613 	8.66 	4.59 	9 	9 	14 	5 	5 	7 	2366 	2163 		65.8 	114.1 	.365 	.361 	.564 	53.8 	45.0 	9.0 	5.3 	.525 	13.0 	33.5 	.272
27 	Boston College 	31 	8 	23 	.258 	3.36 	9.06 	4 	14 	5 	12 	3 	11 	2127 	2281 		62.7 	107.6 	.431 	.439 	.568 	47.3 	55.7 	6.6 	9.9 	.524 	15.9 	27.7 	.319
28 	Boston University 	33 	24 	9 	.727 	2.55 	-2.57 	15 	3 	13 	5 	11 	4 	2394 	2225 		66.3 	107.8 	.306 	.392 	.558 	49.5 	54.4 	10.5 	5.4 	.529 	15.6 	28.7 	.221
29 	Bowling Green State 	32 	12 	20 	.375 	-2.80 	0.46 	6 	12 	8 	9 	4 	11 	2007 	2055 		67.0 	92.9 	.361 	.239 	.491 	49.8 	52.1 	11.4 	13.3 	.460 	18.8 	30.1 	.230
30 	Bradley 	32 	12 	20 	.375 	-2.34 	0.07 	7 	11 	11 	9 	1 	11 	2036 	2113 		63.9 	99.7 	.365 	.278 	.504 	50.0 	42.4 	11.1 	6.8 	.464 	16.1 	32.3 	.256
31 	Brigham Young 	33 	23 	10 	.697 	12.85 	5.63 	13 	5 	18 	3 	5 	7 	2799 	2544 		73.7 	113.0 	.484 	.226 	.551 	53.4 	54.0 	9.7 	6.3 	.511 	12.9 	34.9 	.333
32 	Brown 	28 	15 	13 	.536 	-1.09 	-3.90 	7 	7 	8 	5 	7 	8 	2000 	1883 		69.4 	102.0 	.362 	.305 	.523 	51.8 	53.3 	8.1 	11.8 	.491 	16.1 	30.1 	.243
33 	Bryant 	32 	18 	14 	.563 	-3.92 	-4.57 	10 	6 	11 	5 	7 	9 	2351 	2304 		67.9 	107.4 	.374 	.337 	.558 	48.5 	50.0 	9.5 	7.8 	.526 	16.0 	28.8 	.263
34 	Bucknell 	30 	16 	14 	.533 	-0.82 	-2.66 	11 	7 	8 	6 	8 	8 	1977 	1922 		63.7 	103.5 	.317 	.309 	.528 	52.8 	51.1 	7.2 	4.4 	.489 	14.8 	29.0 	.237
35 	Buffalo 	28 	19 	9 	.679 	4.41 	-1.70 	13 	5 	13 	3 	6 	6 	2068 	1883 		67.9 	108.3 	.423 	.337 	.547 	52.0 	59.5 	10.1 	12.4 	.506 	15.9 	35.0 	.302
36 	Butler 	30 	14 	16 	.467 	8.04 	7.94 	4 	14 	10 	9 	4 	7 	2075 	2013 		64.1 	104.8 	.376 	.322 	.516 	50.4 	45.4 	9.1 	7.1 	.483 	13.0 	30.8 	.250
37 	Cal Poly 	29 	10 	19 	.345 	-2.13 	2.24 	6 	10 	7 	7 	3 	12 	1832 	1875 		61.3 	103.1 	.322 	.354 	.500 	49.1 	53.0 	9.9 	7.9 	.466 	12.9 	32.1 	.222
38 	Cal State Bakersfield 	30 	12 	18 	.400 	-4.59 	-3.97 	5 	11 	7 	8 	5 	10 	2084 	2059 		66.2 	104.0 	.379 	.322 	.536 	51.4 	51.4 	9.9 	9.6 	.503 	17.8 	34.4 	.258
39 	Cal State Fullerton 	30 	11 	19 	.367 	-4.40 	-0.63 	6 	10 	8 	7 	3 	12 	2036 	2149 		66.9 	101.0 	.387 	.330 	.516 	49.1 	46.5 	6.9 	4.8 	.483 	15.6 	29.1 	.256
40 	Cal State Northridge 	32 	15 	17 	.469 	-5.10 	-3.13 	7 	9 	12 	3 	3 	14 	2461 	2490 		69.0 	108.3 	.497 	.207 	.558 	51.5 	53.8 	10.3 	6.4 	.495 	15.9 	33.1 	.390
41 	California-Davis 	31 	9 	22 	.290 	-10.90 	-1.11 	4 	12 	8 	9 	1 	13 	2174 	2408 		66.6 	102.7 	.371 	.404 	.543 	43.9 	49.9 	7.5 	6.9 	.510 	15.9 	24.4 	.258
42 	California-Irvine 	32 	22 	10 	.688 	5.14 	-0.26 	13 	3 	12 	4 	10 	6 	2293 	2059 		66.2 	107.0 	.373 	.287 	.547 	52.7 	60.3 	8.5 	16.2 	.526 	16.3 	31.8 	.238
43 	California-Riverside 	30 	10 	20 	.333 	-6.76 	-1.98 	5 	11 	8 	7 	2 	13 	2074 	2151 		67.8 	100.3 	.419 	.268 	.521 	49.3 	47.0 	9.4 	10.9 	.478 	16.8 	29.4 	.295
44 	California-Santa Barbara 	29 	21 	8 	.724 	6.18 	0.52 	12 	4 	12 	3 	9 	5 	2099 	1891 		63.4 	112.6 	.428 	.346 	.572 	51.9 	65.3 	7.9 	14.0 	.536 	15.1 	32.3 	.305
45 	California 	31 	19 	12 	.613 	11.08 	8.02 	10 	8 	13 	6 	6 	6 	2260 	2165 		66.8 	107.7 	.370 	.280 	.533 	51.0 	57.7 	7.9 	10.9 	.501 	13.1 	30.7 	.252
46 	Campbell 	32 	12 	20 	.375 	-14.15 	-7.44 	6 	10 	9 	8 	3 	12 	2164 	2291 		64.0 	104.4 	.291 	.455 	.544 	48.3 	58.9 	9.3 	14.7 	.521 	17.8 	31.9 	.197
47 	Canisius 	33 	21 	12 	.636 	1.83 	-1.80 	14 	6 	12 	5 	9 	7 	2561 	2459 		67.6 	112.3 	.387 	.354 	.564 	48.0 	46.8 	10.0 	10.0 	.525 	14.6 	32.7 	.286
48 	Central Arkansas 	29 	8 	21 	.276 	-15.78 	-5.08 	5 	13 	7 	8 	1 	13 	2165 	2360 		74.3 	99.8 	.378 	.296 	.521 	45.4 	46.8 	11.4 	11.1 	.501 	17.0 	28.8 	.227
49 	Central Connecticut State 	30 	11 	19 	.367 	-12.85 	-5.82 	7 	9 	5 	9 	6 	10 	2117 	2318 		70.8 	98.9 	.300 	.281 	.516 	46.6 	50.1 	9.7 	11.3 	.482 	17.1 	28.9 	.215
50 	Central Florida 	29 	12 	17 	.414 	2.09 	5.12 	4 	14 	10 	7 	2 	10 	2101 	2130 		68.1 	105.4 	.381 	.351 	.522 	52.1 	49.6 	10.0 	10.7 	.499 	16.6 	37.7 	.234
51 	Central Michigan 	31 	10 	21 	.323 	-8.23 	-2.13 	3 	15 	8 	8 	2 	13 	2246 	2288 		65.8 	108.3 	.371 	.440 	.540 	47.9 	48.4 	11.2 	3.6 	.504 	13.9 	30.1 	.263
52 	Charleston Southern 	31 	13 	18 	.419 	-5.30 	-5.78 	6 	10 	8 	6 	5 	12 	2523 	2242 		68.6 	116.3 	.367 	.421 	.573 	51.9 	49.4 	9.3 	8.1 	.538 	13.3 	32.6 	.268
53 	Charlotte 	29 	16 	13 	.552 	-0.49 	-0.66 	7 	9 	13 	5 	3 	8 	2070 	2065 		69.4 	101.9 	.388 	.291 	.527 	52.5 	54.1 	8.9 	6.4 	.497 	18.1 	34.4 	.255
54 	Chattanooga 	32 	18 	14 	.563 	-10.40 	-7.81 	12 	4 	13 	4 	5 	10 	2423 	2360 		70.5 	106.6 	.456 	.335 	.538 	51.3 	46.7 	10.1 	13.0 	.493 	16.2 	35.3 	.322
55 	Chicago State 	31 	13 	18 	.419 	-10.02 	-1.91 	8 	8 	9 	5 	4 	13 	2170 	2371 		69.7 	98.5 	.346 	.344 	.511 	43.9 	45.3 	12.3 	6.8 	.478 	15.3 	26.8 	.233
56 	Cincinnati 	31 	26 	5 	.839 	15.95 	4.91 	15 	3 	19 	2 	7 	3 	2151 	1809 		63.9 	108.6 	.395 	.315 	.524 	53.4 	53.6 	12.5 	14.3 	.480 	14.5 	39.2 	.283
57 	Citadel 	33 	7 	26 	.212 	-17.47 	-6.61 	2 	14 	7 	10 	0 	16 	2211 	2453 		66.5 	100.0 	.368 	.327 	.529 	47.5 	57.9 	6.2 	7.9 	.489 	16.6 	26.7 	.266
58 	Clemson 	30 	19 	11 	.633 	11.07 	5.44 	10 	8 	15 	4 	4 	7 	1896 	1727 		59.8 	103.4 	.363 	.325 	.512 	52.0 	47.0 	7.9 	16.4 	.467 	15.3 	34.9 	.266
59 	Cleveland State 	32 	21 	11 	.656 	4.92 	-0.21 	12 	4 	12 	4 	9 	7 	2348 	2122 		64.6 	111.9 	.376 	.333 	.577 	51.5 	55.8 	9.2 	9.6 	.539 	16.7 	33.5 	.282
60 	Coastal Carolina 	33 	21 	12 	.636 	-5.64 	-7.14 	11 	5 	15 	5 	6 	7 	2399 	2256 		68.9 	104.3 	.388 	.317 	.528 	53.3 	41.5 	9.2 	7.2 	.491 	17.2 	35.6 	.269
61 	Colgate 	31 	13 	18 	.419 	-2.11 	-3.68 	6 	12 	7 	8 	6 	10 	2158 	2083 		62.8 	109.0 	.283 	.405 	.586 	49.1 	56.1 	7.2 	7.3 	.564 	16.3 	23.9 	.202
62 	College of Charleston 	32 	14 	18 	.438 	-1.70 	-1.57 	6 	10 	9 	9 	5 	9 	2016 	2006 		62.2 	99.8 	.345 	.357 	.504 	53.9 	45.7 	7.4 	11.9 	.473 	17.1 	35.1 	.226
63 	Colorado State 	31 	16 	15 	.516 	3.92 	2.61 	7 	11 	14 	6 	2 	9 	2278 	2157 		65.8 	111.7 	.495 	.291 	.531 	53.5 	53.0 	7.6 	7.8 	.476 	12.0 	35.0 	.360
64 	Colorado 	31 	21 	10 	.677 	12.58 	8.93 	10 	8 	16 	3 	5 	7 	2248 	2135 		67.9 	105.5 	.502 	.308 	.542 	54.8 	50.0 	9.2 	9.5 	.490 	16.8 	34.7 	.362
65 	Columbia 	31 	19 	12 	.613 	2.44 	-1.69 	8 	6 	15 	4 	4 	8 	2117 	1967 		62.2 	107.6 	.440 	.426 	.576 	52.4 	54.7 	8.0 	10.4 	.527 	17.3 	28.3 	.339
66 	Connecticut 	31 	24 	7 	.774 	15.62 	6.40 	12 	6 	17 	3 	7 	4 	2252 	1966 		66.3 	109.2 	.393 	.338 	.557 	50.3 	51.2 	10.8 	16.8 	.511 	15.0 	31.3 	.300
67 	Coppin State 	29 	10 	19 	.345 	-10.84 	-4.16 	7 	9 	5 	9 	5 	10 	2009 	2179 		68.1 	101.3 	.395 	.395 	.504 	46.2 	51.5 	8.7 	6.0 	.453 	14.7 	30.5 	.292
68 	Cornell 	28 	2 	26 	.071 	-15.36 	0.27 	1 	13 	2 	11 	0 	15 	1795 	2195 		65.2 	97.4 	.283 	.380 	.498 	46.5 	46.0 	6.4 	7.9 	.471 	15.9 	28.5 	.188
69 	Creighton 	30 	24 	6 	.800 	20.31 	7.75 	14 	4 	16 	2 	8 	4 	2397 	2020 		66.1 	120.8 	.347 	.441 	.617 	52.2 	65.1 	6.5 	4.6 	.589 	13.5 	27.8 	.260
70 	Dartmouth 	28 	12 	16 	.429 	-4.49 	-2.88 	5 	9 	8 	7 	4 	9 	1905 	1864 		64.4 	105.1 	.370 	.303 	.534 	51.6 	52.3 	9.2 	8.1 	.501 	16.0 	31.9 	.254
71 	Davidson 	32 	20 	12 	.625 	0.98 	-3.95 	15 	1 	10 	8 	10 	4 	2514 	2319 		67.9 	113.9 	.399 	.385 	.584 	50.1 	50.3 	7.9 	5.2 	.552 	14.7 	29.1 	.284
72 	Dayton 	31 	22 	9 	.710 	9.99 	4.19 	10 	6 	14 	4 	8 	5 	2268 	2088 		65.6 	110.7 	.413 	.313 	.554 	53.3 	51.1 	8.9 	7.3 	.521 	15.8 	35.9 	.285
73 	Delaware State 	29 	9 	20 	.310 	-12.26 	-5.63 	5 	11 	7 	8 	2 	12 	1786 	1881 		60.9 	99.8 	.370 	.321 	.512 	47.9 	57.2 	8.3 	10.0 	.475 	16.5 	30.2 	.254
74 	Delaware 	34 	25 	9 	.735 	3.05 	-1.33 	14 	2 	13 	2 	12 	7 	2704 	2555 		70.8 	111.8 	.432 	.344 	.547 	48.4 	40.4 	8.4 	9.1 	.506 	11.8 	29.5 	.306
75 	Denver 	31 	16 	15 	.516 	1.43 	0.16 	8 	6 	10 	7 	6 	8 	2044 	1999 		59.2 	109.6 	.339 	.426 	.574 	45.4 	65.5 	11.6 	11.6 	.546 	14.8 	24.8 	.240
76 	DePaul 	31 	11 	20 	.355 	2.12 	7.90 	3 	15 	8 	11 	3 	9 	2168 	2347 		67.9 	101.4 	.420 	.309 	.517 	50.0 	46.6 	9.8 	11.3 	.477 	17.1 	33.8 	.286
77 	Detroit Mercy 	32 	13 	19 	.406 	-2.89 	0.11 	6 	10 	8 	7 	5 	12 	2275 	2267 		68.0 	102.6 	.389 	.319 	.515 	51.4 	47.6 	10.6 	11.5 	.469 	15.8 	34.1 	.283
78 	Drake 	31 	15 	16 	.484 	-0.43 	1.37 	6 	12 	10 	7 	5 	9 	2116 	2115 		64.4 	105.5 	.384 	.379 	.562 	50.8 	54.9 	8.5 	6.8 	.527 	16.6 	27.2 	.274
79 	Drexel 	30 	16 	14 	.533 	1.54 	0.08 	8 	8 	9 	5 	7 	9 	2064 	2020 		63.4 	104.6 	.392 	.288 	.510 	49.5 	49.2 	6.9 	9.6 	.466 	11.3 	28.9 	.278
80 	Duke 	31 	24 	7 	.774 	21.18 	8.50 	13 	5 	19 	1 	5 	6 	2473 	2080 		66.2 	120.1 	.401 	.402 	.580 	51.4 	55.1 	10.7 	9.3 	.544 	12.6 	34.7 	.293
81 	Duquesne 	29 	13 	16 	.448 	1.25 	1.22 	5 	11 	6 	10 	7 	6 	2136 	2135 		68.3 	107.8 	.434 	.352 	.542 	50.2 	61.0 	8.5 	7.6 	.508 	14.2 	29.9 	.291
82 	East Carolina 	31 	16 	15 	.516 	-3.39 	-2.28 	5 	11 	13 	6 	3 	9 	2271 	2185 		66.7 	109.9 	.440 	.423 	.559 	49.0 	57.7 	9.6 	10.3 	.519 	15.1 	31.0 	.314
83 	East Tennessee State 	33 	18 	15 	.545 	-6.21 	-6.15 	10 	8 	13 	5 	5 	10 	2533 	2514 		71.3 	106.8 	.437 	.376 	.548 	47.8 	49.2 	10.7 	8.2 	.499 	14.7 	28.2 	.327
84 	Eastern Illinois 	30 	11 	19 	.367 	-11.60 	-4.28 	7 	9 	7 	8 	4 	11 	2030 	2206 		66.4 	101.9 	.413 	.298 	.531 	49.6 	51.1 	8.6 	12.8 	.487 	17.4 	31.6 	.295
85 	Eastern Kentucky 	33 	24 	9 	.727 	0.07 	-5.38 	11 	5 	15 	3 	9 	6 	2608 	2331 		67.6 	116.5 	.446 	.443 	.614 	44.8 	56.3 	13.0 	6.8 	.576 	14.4 	23.7 	.335
86 	Eastern Michigan 	32 	19 	13 	.594 	3.29 	1.50 	10 	8 	15 	3 	4 	10 	2143 	1976 		66.0 	100.2 	.448 	.294 	.505 	48.4 	48.4 	12.6 	15.5 	.461 	15.8 	32.6 	.302
87 	Eastern Washington 	31 	15 	16 	.484 	-4.72 	-3.55 	10 	10 	11 	4 	4 	12 	2362 	2329 		69.5 	109.1 	.391 	.378 	.556 	51.0 	51.3 	6.8 	11.9 	.524 	15.1 	30.2 	.271
88 	Elon 	32 	18 	14 	.563 	-3.69 	-4.17 	11 	5 	11 	5 	7 	9 	2392 	2281 		67.9 	109.3 	.357 	.382 	.572 	49.4 	52.8 	7.4 	8.4 	.539 	15.7 	27.8 	.258
89 	Evansville 	33 	14 	19 	.424 	-2.82 	1.50 	6 	12 	10 	8 	4 	11 	2290 	2383 		66.8 	103.2 	.496 	.238 	.554 	48.4 	62.6 	7.5 	9.7 	.507 	17.2 	26.8 	.356
90 	Fairfield 	32 	7 	25 	.219 	-7.36 	-0.79 	4 	16 	5 	12 	2 	13 	2030 	2240 		66.9 	94.4 	.346 	.376 	.497 	50.0 	51.6 	6.6 	10.7 	.460 	18.8 	30.5 	.237
91 	Fairleigh Dickinson 	31 	10 	21 	.323 	-10.83 	-3.66 	6 	10 	6 	7 	4 	14 	2157 	2358 		67.0 	103.0 	.352 	.360 	.523 	45.4 	45.7 	10.0 	10.8 	.484 	15.1 	30.0 	.253
92 	Florida A&M 	30 	13 	17 	.433 	-11.92 	-7.17 	8 	8 	10 	3 	3 	14 	2148 	2228 		72.1 	98.5 	.339 	.313 	.487 	49.7 	45.2 	10.0 	9.7 	.454 	16.8 	36.4 	.222
93 	Florida Atlantic 	31 	10 	21 	.323 	-4.65 	0.07 	5 	11 	7 	10 	3 	11 	2061 	2129 		65.6 	101.3 	.364 	.356 	.512 	51.0 	51.4 	7.3 	13.2 	.484 	16.8 	34.7 	.234
94 	Florida Gulf Coast 	34 	22 	12 	.647 	-2.29 	-6.36 	14 	4 	16 	3 	6 	9 	2451 	2281 		68.3 	104.9 	.367 	.309 	.548 	52.1 	49.0 	8.3 	9.4 	.520 	16.6 	29.9 	.247
95 	Florida International 	31 	15 	16 	.484 	-5.20 	-1.38 	7 	9 	10 	7 	5 	9 	2128 	2170 		67.2 	101.4 	.415 	.286 	.529 	51.1 	44.6 	10.5 	10.8 	.494 	18.0 	33.8 	.278
96 	Florida State 	30 	18 	12 	.600 	13.15 	7.92 	9 	9 	12 	6 	6 	6 	2135 	1978 		66.2 	107.0 	.447 	.270 	.559 	50.4 	45.2 	9.0 	14.4 	.516 	18.0 	34.4 	.324
97 	Florida 	31 	29 	2 	.935 	20.54 	7.51 	18 	0 	19 	0 	10 	2 	2216 	1812 		63.5 	112.5 	.441 	.354 	.558 	53.9 	55.1 	11.1 	8.6 	.526 	15.1 	36.6 	.296
98 	Fordham 	29 	9 	20 	.310 	-3.16 	3.22 	2 	14 	7 	8 	2 	12 	2080 	2265 		69.3 	103.0 	.330 	.369 	.496 	48.7 	49.5 	9.9 	10.2 	.453 	13.9 	35.0 	.243
99 	Fresno State 	31 	16 	15 	.516 	4.23 	4.82 	9 	9 	11 	5 	5 	10 	2281 	2204 		66.1 	108.7 	.385 	.380 	.548 	48.3 	49.4 	9.6 	12.2 	.508 	12.9 	27.0 	.280
100 	Furman 	30 	9 	21 	.300 	-17.27 	-7.23 	3 	13 	6 	9 	3 	12 	1955 	2196 		65.5 	99.1 	.411 	.319 	.531 	47.5 	42.4 	7.5 	8.1 	.495 	18.3 	27.9 	.280
101 	Gardner-Webb 	33 	18 	15 	.545 	-7.30 	-6.87 	10 	6 	11 	6 	7 	9 	2425 	2309 		67.3 	106.0 	.426 	.272 	.532 	51.1 	58.7 	11.0 	7.5 	.494 	15.3 	33.7 	.292
102 	George Mason 	30 	11 	19 	.367 	2.72 	5.26 	5 	12 	7 	11 	4 	8 	2087 	2163 		67.8 	101.3 	.407 	.253 	.528 	50.9 	45.0 	7.8 	8.4 	.486 	17.4 	31.4 	.289
103 	George Washington 	30 	23 	7 	.767 	11.35 	4.01 	11 	5 	16 	2 	7 	5 	2209 	1989 		68.0 	107.9 	.471 	.284 	.547 	52.9 	55.2 	10.2 	10.8 	.515 	16.2 	35.2 	.309
104 	Georgetown 	30 	17 	13 	.567 	12.13 	9.06 	8 	10 	15 	5 	2 	8 	2121 	2029 		65.1 	107.7 	.446 	.307 	.555 	50.4 	54.5 	9.0 	12.2 	.512 	15.9 	31.4 	.319
105 	Georgia Southern 	34 	15 	19 	.441 	-11.21 	-8.37 	6 	10 	8 	8 	7 	11 	2406 	2395 		67.1 	104.2 	.379 	.372 	.529 	49.9 	38.9 	10.1 	4.6 	.499 	15.3 	30.4 	.251
106 	Georgia State 	31 	24 	7 	.774 	6.13 	-2.87 	17 	1 	14 	0 	10 	7 	2422 	2125 		66.2 	116.6 	.402 	.351 	.582 	46.7 	50.4 	11.8 	13.3 	.538 	11.2 	25.8 	.310
107 	Georgia Tech 	31 	15 	16 	.484 	5.39 	5.48 	6 	12 	10 	9 	5 	7 	2062 	2065 		65.1 	101.8 	.340 	.298 	.515 	51.9 	55.4 	8.0 	10.8 	.481 	16.0 	32.4 	.233
108 	Georgia 	30 	18 	12 	.600 	8.18 	5.41 	12 	6 	14 	4 	4 	8 	2076 	1993 		65.2 	105.4 	.527 	.271 	.534 	53.5 	45.6 	7.4 	12.6 	.490 	16.8 	35.6 	.355
109 	Gonzaga 	33 	27 	6 	.818 	16.04 	4.76 	15 	3 	18 	1 	9 	5 	2540 	2147 		67.7 	115.5 	.391 	.329 	.591 	52.6 	53.7 	10.0 	10.9 	.562 	14.9 	31.3 	.279
110 	Grambling 	27 	4 	23 	.148 	-24.51 	-8.35 	3 	15 	3 	8 	1 	15 	1765 	2162 		68.8 	95.0 	.400 	.361 	.507 	46.3 	46.6 	8.8 	5.9 	.472 	19.0 	30.5 	.262
111 	Grand Canyon 	29 	15 	14 	.517 	-6.19 	-3.27 	10 	6 	10 	5 	5 	9 	2096 	2083 		67.9 	106.1 	.538 	.376 	.555 	50.9 	56.6 	6.0 	8.6 	.497 	16.4 	28.6 	.399
112 	Green Bay 	30 	24 	6 	.800 	8.15 	0.26 	14 	2 	15 	4 	9 	2 	2239 	1919 		67.6 	109.5 	.436 	.246 	.556 	52.4 	58.7 	10.5 	17.5 	.517 	15.8 	34.1 	.308
113 	Hampton 	29 	18 	11 	.621 	-4.86 	-8.14 	13 	4 	9 	5 	9 	6 	2120 	2025 		71.0 	99.9 	.516 	.296 	.513 	49.5 	50.1 	10.6 	15.3 	.470 	17.5 	33.4 	.337
114 	Hartford 	33 	17 	16 	.515 	-6.40 	-5.95 	10 	6 	9 	7 	8 	9 	2162 	2177 		63.7 	102.5 	.389 	.442 	.573 	46.4 	55.0 	8.8 	7.6 	.542 	19.7 	24.0 	.273
115 	Harvard 	30 	26 	4 	.867 	10.82 	-1.32 	13 	1 	13 	1 	13 	3 	2209 	1815 		64.6 	112.1 	.472 	.279 	.566 	52.3 	58.0 	11.9 	13.0 	.521 	15.1 	33.1 	.343
116 	Hawaii 	30 	20 	10 	.667 	4.39 	-1.00 	9 	7 	14 	6 	6 	4 	2395 	2183 		69.4 	114.1 	.430 	.286 	.562 	53.5 	50.2 	8.8 	8.5 	.521 	14.4 	38.0 	.310
117 	High Point 	30 	16 	14 	.533 	-8.74 	-5.88 	12 	4 	10 	4 	6 	10 	2122 	2165 		65.5 	107.6 	.325 	.279 	.559 	49.3 	56.2 	9.2 	9.0 	.526 	16.1 	30.5 	.239
